微博id,微博正文,发布位置,发布时间,发布工具,点赞数,转发数,评论数
EdLwxyP0Z,不会说情话的男人 要用实际行动来表达 所以首先把欠的自拍补上吧  [组图共4张] 原图 ,无,2016-10-21 00:16,HUAWEI nova手机,846450,416044,164810
EdIrdkbCy,终于可以看了 请大家多多支持吧http://t.cn/RVKNQ35  ,无,2016-10-20 16:24,HUAWEI nova手机,356681,305499,55739
EdrHkDUQd,再来一次 重新编曲 就当欠着的还了啊 http://t.cn/RValDlP .  ,无,2016-10-18 21:47,HUAWEI nova手机,427526,286513,98255
EdrbctlY7,小猪哥的新歌#你幹嘛#也太厉害了吧不对 是不是该叫#朱碧石#小猪姐 ？@羅志祥 http://t.cn/RVXFAQ4  ,无,2016-10-18 20:28,HUAWEI nova手机,328391,57716,27048
EcPijyzL4,辛苦大家 好久没来成都了 很想大家 大家注意安全 我会好好睡觉的  ,无,2016-10-14 20:01,HUAWEI nova手机,740308,236751,143033
EbIoF75if,#张艺兴whatUneed# 享受音乐 希望你们喜欢 http://t.cn/RVwVRss  原图 ,无,2016-10-07 12:37,微博 weibo.com,563912,365083,136837
EbDrvxCn4,今天 是我的生日哈哈10月7号现在的我也一定在忙着些什么但也要把写好的这些给你们看老字号感恩 感谢 我的兴迷们今年是兴迷这个称号 诞生的12年不容易 真不容易大家谢谢你们谢谢你们为我的生日做的应援 谢谢你们为我租借的每一块LED 谢谢你们以我的名义做慈善（我更希望你们能写自己的名字，等以后告诉别人你们是我的兴迷）谢谢你们喜欢我 谢谢你们支持我 谢谢你们给我写信 谢谢你们让我身在何处都能看到你们的身影 谢谢你们对我的守护 …（插播一条 杭州演唱会上 唱生日快乐歌的组长们 辛苦了 别老看眼色 想唱就唱 你最闪亮）诶没完了 太多太多 一言难尽 这里就不一一道来了 不然 写不完妈20几年前 我的出生 也让我老妈是煞费了功夫不容易真的而且最近我发现老妈是一个神奇的存在 她和你在一起的时候 一直在和你说话 不管你听没听她这一开口 就没完 然后你就觉得吵 然后你就觉得她懂啥呀  再然后你就觉得她老管你  诶 其实吧 她吵你 因为怕你听不见 我们不都是低头族嘛 也没有太多眼神交流 带上个这样那样的耳机 她也只希望 用嘹亮的嗓音说出她的道理 能让它误打误撞 进几条去你耳朵 传递予大脑 只希望你好 她对。有时候 她确实不懂 但她站在她的立场上 想保护你 不希望你在任何地方受到任何伤害 因为她心疼 她又对。她管你 是因为她看不到你 是她现有的经验之谈 她看你一在外 闯拼 没有安全感 怕你误入歧途  她还是对。（我这是结合我自身来说哈 ）而她也会是我们的天使  在我们真正无助时专属于我们的避风港湾 （这里说的是有责任心的妈妈们）我妈常说的一句话 妈妈不能实习 妈妈不完美 当妈妈是一辈子的事 希望我开心快乐幸福健康诶 咋办呢 咱们 做儿女的 多多理解吧学习我的一位导师 他是一个很随性的人 他学美术 总会送我小礼物 介绍古玩我觉得他是一位艺术家他和我说了一个事 让我印象深刻说老祖宗留下的很多话里 有一句话 其实没说全 就被大家广泛的传播使用 “大恩不言谢”这位我的导师告诉我其实 这一句话说全了 应该是“大恩不言谢，必成仇。”这话题 说大可大 说小且小 但也别盲目感恩 感恩这一盲目 就容易被人利用 或者被人小看 当我们有所成就的时候 怀一颗感恩的心 感谢一切 也一定要感谢你自己生活早晨起床 还是习惯性的 听到共鸣声的开屏音 和那习惯性 打开就会发出兹低音炮的黑色桶子 不觉得吵 反倒觉得有律动按下按钮 红色信号灯亮时轻轻的 敲击黑白色柱体 跟随指尖想想昨晚哼唱的那一缕徘徊在脑子里一会儿 继而忘却 再来一次全新的实验在这个不算大的空间里  我似乎是这个空间的主人 我掌管一切喜怒哀乐 悲欢离合又似画家 描绘一幅幅鸟语花香 一幅幅美轮美奂 我想这个空间是我的专属空间 这个世界是我的专属世界她让我找到自己的雷达 告诉我该如何飞 该飞向哪这些是我觉得属于自己写意的生活用她 开始新的一天我一直在准备着……成长这一两年过得很快 我成长的也很快 我也是一下子干了好几行干的事 说不上出色 但也算是尽心尽力 不足不够那确实但有一部分成绩 成长也让自己乍舌一切来得太快 太多 我如何承受 机会来了 我还接得住么 我一直在问自己为什么？因为我害怕迷失我不断的告诉自己 自己的梦想和目标 夹杂着大家对自己的期待 我不愿停歇 哪怕是一小会儿 压力大到自己会喘不过气 或者睡不着 我想大家在不同行业也应该有同样的烦恼和困惑吧  我们一起加油哈寻找方式人和人之间 最重要的是什么（此处响起无数次提到的“信任”）那是2015年版本2016年 人和人之间 最重要的是交流而交流最重要的是表达方式因为表达方式的不一样直接影响到最好的好坏结果我在寻找一种表达的方式 她可能为我传达到更多 更远的地方 她不能俗套 不能敷衍  不能司空见惯 … 她是一种表达方式 她无色无味 看不见 摸不着 却又如此重要的贯穿我的生活 她没有正解 怎么去寻找答案 能怎么做 ？ 我陷入了沉思我要出新专辑了 这个大家都知道吧我自己作词作曲编曲的歌 终于要和大家见面了我花费了很多时间 很多的心血 参与了专辑的整体风格 选曲 编曲 编舞 到制作 到mv的拍摄 整体故事 衣服设计 专辑的封面 风格设计 也要谢谢在旁边一直帮我的人们我希望大家喜欢当有一天 又想起这首歌再听一遍 当某一年 回忆起这首歌的时候 再听一遍……实在不喜欢 就算了 别逼自己听个几百遍 没必要  这一次发的歌曲 依然是冰山一角为的就是质量 下面的歌 可以更期待 毕竟一直在做努力的事情 应该近几年倒退不了………吧？我也不知道 且看我是一个歌手  我会认真对待每一次 工作上的挑战 角色的互换我要怀着一颗感恩的心用最好的作品 让你们骄傲的说出你们喜欢的人是张艺兴 用最好的作品 对喜欢我 爱我 支持我 帮助我的人说谢谢用最好的作品 对这些人说 我爱你我想这应该就是我要找的表达方式吧你说我这生日作文 写的都是些什么鬼 醉了继续看mv去了谢谢                                 ,无,2016-10-07 00:01,微博 weibo.com,1444640,1000000,615118
Eanjd9pSb,无奖竞猜 这是在干嘛  原图 ,无,2016-09-28 17:06,HUAWEI nova手机,613507,678882,227191
EabuRuZvc,甜党福利→→10月18日我在上海给大家发糖 约上@曼妥思-Mentos 一起点靓心情吧 http://t.cn/Rconayj  原图 ,无,2016-09-27 11:02,HUAWEI nova手机,423166,317116,92857
E9ar8cfQ3,"转发理由:红雷哥 你要看我直播 我会有压力的 http://t.cn/RcN09iq  
原始用户: 孙红雷
转发内容: @努力努力再努力x   艺兴疯了，一个人分饰五角？@Planters美国绅士_中国官微 给他多几箱坚果，他还要喂我呢 http://t.cn/RcNIbpA .  ",无,2016-09-20 18:30,iPhone 6,447225,169874,58777
E8C1PjWR9,不敢相信    一面之缘成见最后一面  愿逝者安息[祈祷][祈祷][祈祷]  ,无,2016-09-17 02:54,Weico.iPhone,1147417,58968,103208
E8rrLDWVt,热烈祝贺 我们搭载“天宫二号”空间实验室的长征二号F T2运载火箭（太激动 手抖了）发射任务取得圆满成功 在这个特殊的日子里 看到点火的瞬间 真是让我们热血沸腾 中秋月圆之夜 祝贺天宫二号 点赞中国航天！！  ,无,2016-09-15 23:58,Weico.iPhone,634054,431205,135721
E7UvtrhOB,#新汰渍全能兴探# 的神秘实验室为你敞开 内含双重迷局 http://t.cn/RctZgSW 跟我一起 来寻宝吧 http://t.cn/RcbaHlm  ,无,2016-09-12 12:06,iPhone 6,360381,334516,95098
E7Cgol7qU,愿赌服输分享我的健身减肥餐 华哥玮柏哥海涛哥你们还满意吗 昕姐要不要来一口？@潘玮柏 @杜海涛 @吴昕 @快乐大本营 http://t.cn/Rcco2sT .  ,无,2016-09-10 13:39,iPhone 6,506388,385585,96227
E7zKq6zLm,"祝天下的所有老师 教师节快乐 每一位老师真的都非常的不容易 所有希望每一位小朋友都要好好的尊敬老师 遵守纪律 上课时 不许讲小话 做小动作 每一次上课前打招呼时 一定要心存感激 尊重的大声说出 ""老师好"" 在此向每一位不分昼夜辛苦工作的园丁们 致敬  ",无,2016-09-10 07:15,Weico.iPhone,686094,280924,66980
E7sjXFHbJ,穿越美国百年浪漫 让我想想 怎么喂你好呢 @Planters美国绅士_中国官微  绅士君 记得多备点坚果  http://t.cn/Rc5WX87 http://t.cn/Rc5Oojj .  ,无,2016-09-09 12:21,iPhone 6,423870,288640,65500
E7n4czdFR,"转发理由:我看快乐大本营长大 快乐大本营见证了我的成长 谢谢快乐家族谢谢所有大本营的导演 和工作人员   
原始用户: 快乐大本营
转发内容: 七上快本，跨界三栖，梨涡浅笑，睿智笃定。那个来自湘江边的少年，已成长为颜值与演技双管齐下的优质偶像！他集结万千宠爱，成为大家的骄傲，他就是张艺兴@努力努力再努力x ！#快乐大本营#愿陪着你努力努力再努力，做你的坚强后盾，为你加油！  原图 ",无,2016-09-08 22:58,iPhone 6,380461,97206,35301
E6ipmipsO,完美收尾  原图 ,无,2016-09-01 21:16,Weico.iPhone,822328,318663,166926
E6imAAWmu,继续  原图 ,无,2016-09-01 21:09,Weico.iPhone,632876,291140,86422
E6ilgaZwO,再来  原图 ,无,2016-09-01 21:06,Weico.iPhone,642292,287012,77346
E6ijVaVeX,哟  [组图共4张] 原图 ,无,2016-09-01 21:03,Weico.iPhone,606223,288489,73336
E6i6qC9l4,我正在进行#画出生命线# 公益直播，产生的所有收益全部捐献#BAZAAR明星慈善夜# 思源•芭莎贫困县救护车项目，完成善心接力！@时尚芭莎 @一直播 ，公益与你同路。#直播益小时#（来自@努力努力再努力x 的一直播）APP下载地址：http://t.cn/RtYhYnY 北京  ,无,2016-09-01 20:30,一直播Yi,280525,193192,112725
E5gNWqO1N,亲爱的 黄渤哥 生日快乐 谢谢你对我的关心 照顾 原谅我发晚了 我在作曲 一投入就时间都过了几个小时了 祝你天天开心 剧本快点写出来 等你 懂你 谢谢你   [组图共3张] 原图 ,无,2016-08-26 03:21,Weico.iPhone,963009,390786,121146
E4tfl78r6,红雷哥说想我了 哈哈 还叫我大哥 并且说要我悠着点我的腰 诶哟喂 笑死我了  [组图共2张] 原图 ,无,2016-08-20 21:11,Weico.iPhone,827595,335428,143693
E4baaEIjX,你最可爱多 谢谢大家  原图 ,无,2016-08-18 23:09,iPhone 6,1011472,292379,100108
E3Pg46HTJ,答应请你们吃@可爱多 说话算话 8.18上海见  原图 ,无,2016-08-16 15:23,微博 weibo.com,825015,195306,97358
E3JsiCntN,生日快乐 红雷哥 祝您越来越帅 幸福 安康 谢谢一直以来对我的照顾 与 帮助  铭记在心   [组图共2张] 原图 ,无,2016-08-16 00:37,Weico.iPhone,1017688,207634,80041
E3h1vz8ZX,@天蚕土豆 下次 再PK啊  原图 ,无,2016-08-13 00:14,iPhone 6,655319,237836,86920
E36YQ6u7A,林楠导演 谢谢你给我的指导和帮助 真的真的 终身受益的教导 希望下次再合作 真的 感谢您 谢谢啦 我会想您的！我会努力的！  [组图共5张] 原图 ,无,2016-08-11 22:40,Weico.iPhone,585888,213619,77197
E34LSvGcz,虽然 拍摄现场 已经非常热  但看到中国体育健儿 在奥运赛场上#步步夺金# 依然 抑制不住的感到 热血沸腾！加油！微博运动  原图 ,无,2016-08-11 17:02,iPhone 6,1040225,231924,98634
E2DWG4JM7,二爷的自拍 天真热啊 有要来 探班的吗 记得 给剧组大家 带点 冰镇绿豆汤啊  原图 ,无,2016-08-08 20:45,iPhone 6,844889,278077,138987
E2aogbvdX,走吗  原图 ,无,2016-08-05 17:30,iPhone 6,801486,269026,183097
E1FNFvEqr,#绵羊兴VS污魔王# 发布这个话题 和 这个视频 http://t.cn/RtJ7LXH 的人 是去渍无残留的 汰渍兴帮手http://t.cn/RtJ7LXT  ,无,2016-08-02 11:38,iPhone 6,542139,196406,80307
E1zJ3a5Cq,二爷出手 绝技我有 biu biu peng duangK.O  [组图共3张] 原图 ,无,2016-08-01 20:10,iPhone 6,638087,204088,87466
E197yu644,亲爱的 小猪哥 生日快乐 我希望你可以开心 快乐每一天 也谢谢你 给我带来的开心快乐和照顾   原图 ,无,2016-07-30 00:26,Weico.iPhone,979910,145960,80827
E16Jz93ex,分享一下 新鲜的照片 其实 也不是很新鲜 几天前 拍的了  原图 ,无,2016-07-29 18:22,iPhone 6,882411,207818,127519
E0UUH3Mla,其实你们 都知道 我是很不擅长 说情话的 但今晚8点 我会对@薇姿 说很多http://t.cn/RttKV6l 想听的 来这里[向右]http://t.cn/Rt5MwoK  ,无,2016-07-28 12:16,iPhone 6,588424,286337,75098
E0N2SgT8B,"转发理由:听说 冯导演的 这部新电影 跟牛有关 羊也想看9.30 去影院支持哦  
原始用户: 电影我不是潘金莲
转发内容: #930我不是潘金莲# 笑看方圆，圆圆满满。冯小刚与众主创宣布《我不是潘金莲》定档9月30日。国庆佳节，邀您赏莲。@冯小刚 @刘震云 @范冰冰 @郭涛 @大鹏董成鹏  #张嘉译# @于和伟 @张译 @李宗翰 @演员赵立新 @范伟 @道哥刘桦 #电影我不是潘金莲#  原图 ",无,2016-07-27 16:14,iPhone 6,329406,49431,27231
E0BAkwF4B,不如二爷会说情话的男人 也可以用@尚美巴黎CHAUMET  来表达你的爱[向右] http://t.cn/Rt71pBt  原图 ,无,2016-07-26 11:04,iPhone 6,705769,202914,75975
E0uVJecVT,二爷出山不出手 今晚下斗  原图 ,无,2016-07-25 18:07,iPhone 6,728768,184980,85445
E0e9oAaj8,5月的 就该对大家说的 谢谢 我迟到了 补上今晚很high 明天继续啊 生龙活虎  [组图共2张] 原图 ,无,2016-07-23 23:24,iPhone 6,1128040,193308,116701
DFPV3kBYC,这通电话 可以打到 你们心里吗 我不在你们身边的时候 让@曼妥思-Mentos   为大家 点靓 心情吧http://t.cn/RtAZnJa  [组图共2张] 原图 ,无,2016-07-21 16:11,iPhone 6,610297,137069,63734
DFO4x2HhI,今天@全民大主宰手游 公测 你们 多练练 再来找我pk http://t.cn/RtwLkv5 不然 好像太欺负人了啊 http://t.cn/RtwnHrd  ,无,2016-07-21 11:29,iPhone 6,458897,116785,51263
DFG9Og1LB,雨中求药后遗症：下雨天总想吼一吼  原图 ,无,2016-07-20 15:20,iPhone 6,665581,187007,104319
DFoKnotQ6,一生执念一声叹  一世痴情一场空  原图 ,无,2016-07-18 19:01,iPhone 6,956823,210045,128983
DElVFFbuj,二爷回长沙  原图 ,无,2016-07-11 22:00,iPhone 6,1236739,314279,211270
DEeQwqW3P,"转发理由:一切都是大家一起努力的结果  辛苦了 哥哥们 辛苦了所有台前 幕后的工作人员 谢谢  
原始用户: 黄渤
转发内容: 2年，6个人，24次挑战，我们的这一路就是最最最好的一切！千言万语你们都懂！汇成一句：#极限挑战# 这就是命！！！@孙红雷 @黄磊微博 @羅志祥 @演员王迅 @努力努力再努力x   原图 ",无,2016-07-11 03:58,Weico.iPhone,502246,33014,29337
DDZZIuUqF,猫兄@天猫国际 的这个视频看得我心头一热 全是满满的回忆 谢谢你们的陪伴 保持好心情 每天都是星期天 http://t.cn/R5dIt96  ,无,2016-07-09 14:10,iPhone 6,319775,188014,57776
DDgLUfVdy,我不碰地下的东西已经很久了 今晚#二爷上线唱戏# 勿盼其他 来听戏便罢  原图 ,无,2016-07-04 19:02,iPhone 6,673081,199827,106484
DDgk9lQcv,"转发理由:红雷哥 我最近减肥 吃牛肉 我知道 哪的好吃 你想吃猪肉我真不知道  哪好吃 看到你 真好 开心  
原始用户: 孙红雷
转发内容: 艺兴请了他的发型师，在首尔不请我吃饭请我理发去哪儿说理  [组图共3张] 原图 ",无,2016-07-04 17:54,Weico.iPhone,539132,29685,34623
